tweet,polarity
you go girl #blink #LetLeniLead2022  https://t.co/n8Fyz8j5sy,a
"@FOXYGIVES I'm so happy na puro Leni first choice ng mga tao dito , Let's win this battle guys #LetLeniLead2022",a
the best man for the job is a woman. #LetLeniLead2022,a
Less than 2 months left. Will she be able to complete the infinity stones? Chos HAHAHAH #LetLeniLead2022 #LeniKiko2022 💃,a
Berde ang dugo pero certified #Kakampink #LetLeniLead2022 #LetLeniKikoLead2022 #KulayRosasAngKulayNgBukas  https://t.co/BdSUWWHene,a
@FOXYGIVES #LetLeniLead2022 🌸,d
#kakampinks  #LetLeniLead2022  #KikoPangilinanForVicePresident  #NeriColmenares  #cheldioknosasenado,d
"Totoo! Parang isang malaking community yung mga tao kahapon. Walang nagsisigawan, walang nagtutulakan, lahat nagbibigayan. #LabanPasig #LetLeniLead2022",a
@DOMSADIQUE86 #LetLeniLead2022 🎀,d
Seeing all the videos and photos... Grabe ang #PasigLaban yesterday!Nakakakilabot (in a good way) and inspiring! AND obvious namang walang binayaran.  #LetLeniLead2022  #LeniKiko2022 #PasigIsPink,a
#IamForLeni #LetLeniLead2022  #Kakampink,d
"Mahal ko kayong lahat💕   Instead of being (hindi ko kasi masabing pagyayab/ang eh, pano ba? HAHAHA) maging isa na lang tayo na kung saan matatagpuan ang authentic UNITY. #LetLeniLead2022  https://t.co/nGlaFdN60U",a
Natraffic man kagabe.. Nakiisa naman para kay LENI. La Union to Pasig real quick! #LetLeniLead2022 #7KikoPangilinanVicePresident #IpanloNa10To  https://t.co/s93ShW7e1G,a
"Please do not underestimate the Intelligence of the Filipino Voter’s, we are morethan any SURVEY’s and have shown it countless times! - We have decided and have showed Up ourselves, there in the streets!  #kakampinks  #LetLeniLead2022  #LetLeniKikoLead2022",a
AAAAAAA THEY'RE SO SMART JUST LIKE THEIR MOMMM #LetLeniLead2022 🌷 https://t.co/O5lquRe7Pr,a
"okay, just I wanna be honest.   nakakaiyak, everytime na nakakakita ako ng post about sa Grand Rally ni Leni. It's either they giving foods or drinks for free. Imagine, it's just what we called SUPPORT pero makikita mo yung BAYANIHAN na tinatawag ng bawat isa.   #LetLeniLead2022",a
#LetLeniLead2022 💕,d
Gap year student for Leni 😌💗💚 #LetLeniLead2022 #AngatBuhayLahat #LeniKiko2022  https://t.co/FOu0RWnXVN,a
Ichi poke Cheeks 💳💥  #LetLeniLead2022  https://t.co/UMeKH28OyD,d
Swicth this into vote and ground works specially sa mga lugar na mahina si VP leni maybe sa north and south. Crucial ang 2 weeks if survey doesn't up mahihirapan na tayo keep on pushing lang. Let used survey as a motivation not denial. 🙏 #LetLeniLead2022  #KulayRosasAngBukas,a
"HANDA NA AKONG UMIYAK NA SUMABAY SA KANTANG ROSAS SA GRAND RALLY NI LENI!!! SANA NAMAN MAKASAMA NA AKO HUHU!!! THANK YOU SA PAG GAWA NG KANTANG ITO, @nicadelrosario! At sa pagkanta niyo ni @gabpangilinan! Ang gaganda ng boses! Husay!  #LetLeniLead2022 #Rosas #RosasAngKulayNgBukas",a
I was here.  #Emerald  #LetLeniLead2022  #PasigLaban  #PasigIsPink  https://t.co/n3KFUgJp8b,d
LET LENI LEAD 💗🌸🌷🎀 #LetLeniLead2022 #LetLeniKikoLead2022  https://t.co/Luy8n0jtVd,d
@onenewsph #LetLeniLead2022 #LeniForPresident2022 #LeniKiko2022,d
Leave na this. 😁  #CebuIsPink #LetLeniLead2022 #CebuYouth4Leni,a
032022 first grand rally experience 🎀  Nakakatuwang makita yung pagtutulungan at pagkakaisa ng mga tao kahapon. Sulit ang pagod kahit muntik na rin akong hikain hahaha  PARA SA BAYAN 🎀💗 #PasigLaban #KPopStans4Leni #LetLeniLead2022 #LetLeniKikoLead2022  #MgaHikainForLeni hahaha  https://t.co/ao8iWrfUrk,a
Blackjacks for Leni!!!  Hello sa mga tita/tito of kpop!  #KPopStans4Leni  #Kakampink  #LetLeniLead2022  https://t.co/zULVjJhBZc,a
"Pag inggit, pikit. 🤡 #LetLeniLead2022 #AngatBuhayLahat #PasigLaban  https://t.co/XKhGQKCGjD",a
We were stuck inside Lawson during the first part of the program because people were blocking the door and we couldn’t get out. Met some amazing people and made some incredible friends!! #PasigLaban #PasigIsPink #LetLeniLead2022   PS: sorry no facemask we were eating hehe  https://t.co/sg1RkFawVI,a
i need this for my #LetLeniLead2022 agenda  https://t.co/268JatMF77,a
Only my opinion po 🙂 #LetLeniLead2022 #KulayRosasAngBukas  https://t.co/iY6OyGApDd,d
Everyone won already yesterday! It’s a celebration of hope for a greater Philippines. #PasigLaban #PasigIsPink #KulayRosasAngBukas #LetLeniLead2022  https://t.co/Yb76XmRLdQ,a
I MISS AT CORRECT BEHAVIOR I THINK NA-PREDICT NATIN ANG FUTURE #LetLeniLead2022!!!,a
May pag-asa ang Pilipinas. Iboto si @lenirobredo sa susunod na eleksyon.   Ganito kadami ang #Kakampink sa Psig rally kahapon! #LetLeniLead2022  https://t.co/7v7jnX6q4v,a
"Pink is not just a color, it's a REVOLUTION 🌸  #10RobredoPresident #KulayRosasAngBukas  #LetLeniLead2022  #PasigLaban  https://t.co/hQxXdoilix",a
@KenAbante So overwhelming story po..Same po mahiyain ako but nilakasan ko na loob para maikampanya c Vp Leni lumalakas loob ko kc sa mga nababasa ko sa mga katulad nyo #LetLeniLead2022,a
#LETLENILEAD2022  #kulaypinkangbukas  #fieldtripsaPasig  Check out TIGRE NG HILAGA's video! #TikTok  https://t.co/elhnOTtopA,d
We love you Tita Min 🥺🇵🇭 🌸#LeniKiko2022 #LetLeniLead2022  https://t.co/tUKYXLXLFv,a
Hala ka? Bakit Hindi 100%? Nakakahiya Naman ata Yun na sa uniteam rally sa marikina na Ng survey tapus Hindi pa 100%? Nakooo Po? Baka Yung remaining percent eh alam mo na? Hindi pa? Alam mo na. Hehehe  #KayLeniNaTayo  #LetLeniLead2022  #LeniKikoAllTheWay,d
My neighbors are pink!!!! Sana yung mga nasa loob rin ng bahay namin maging pink na.  #LetLeniLead2022,a
just a friendly convesation with my friend 😄😄😄😄😄😄 #KulayRosaAngBukas #LetLeniLead2022  #kakampinks  https://t.co/dKWPjaPoaH,d
#LetLeniLead2022  https://t.co/RIUIDx54mE,d
"finally convinced my mother not to vote for #BBMSARA2022 tandem on the upcoming election. tho, she still don't like #LeniRobredo, but her options are Ping Lacson and Leody De Guzman. sang-ayon pa rin ako sa options niya. #LetLeniLead2022 #KulayRosaAngBukas",d
I AM PROUD TO BE PART OF 137K KAKAMPINKS!!!  #LetLeniLead2022 #PasigLaban #PasigIsPink #KulayRosasAngBukas #LeniKiko2022  https://t.co/0eWJMZ0LWz,a
#LetLeniLead2022  #KulayRosasAngBukas  💗🎀  https://t.co/mONO0kWPmY,d
"""Hindi namin kayo kalaban, kasama kayo sa aming pinaglalaban""  Radical love is unconditional. It is free of judgment. It is an acknowledgment of inherent worth.  Sa kulay rosas na bukas, sabay sabay tayong aangat.   Ipanalo na natin 'to #LetLeniLead2022 #LeniKikoAllTheWay  https://t.co/4pthwRyZix",a
Pink is the Color of Summer  #BuriasIslands #MasbateIsPink #LetLeniLead2022 #summer2022  https://t.co/bLGtjI3RVB,a
We're Spotted! Lalaban hanggang dulo. #LetLeniLead2022 #PasigLaban #PasigIsPink  https://t.co/GKJ4Vesua1,a
Hello my fellow blinks and kakampinks sa mga free sa april 30 punta tayo sa rally sa Makati mas marami mas masaya! Sana makapunta kayo! Hoping to see you guys there ❤️ #Kakampinks #KulayRosasAngBukas #LeniKikoAllTheWay #PasigLaban #PasigLabanParaSaTRoPa #LetLeniLead2022  https://t.co/E5EyIzQ73n,a
@haven_fics @haven_fics ate look feel ko nasa paskuhan ako kagabi grabe sobrang saya HAHAHAHA #LetLeniLead2022  https://t.co/ON8HoqScjL,a
Nakapagrenew na uli ng bisnis permit...nagbabayad ako kahit halos wala ng kita ang tindahan ko.. SANA YUNG suportado nyong kandidato nagbabayad ng  tax! #BusinessPermit2022  #kakampinks  #LetLeniLead2022 #AngatBuhayLahat,d
Leni’s campaign rally yesterday gave me HOPE for my country. I witnessed people power. This is what unity feels like. Ipanalo natin ito. #PasigLaban #PasigIsPink #LetLeniLead2022 🌷🌸🌺,a
Iba talaga goosebumps kapag nakakakita or nakakarinig ako ng mga songs kay VP. 🌸😭🧡  #LeniWanagSaDilim  #LetLeniLead2022  #KulayRosasAngBukas,a
#LetLeniLead2022 #kakampink,d
Ipanalo na natin to! 🌷🎀  #PasigIsPink #LetLeniLead2022 #LeniKiko2022  https://t.co/0GeOPeOI48,a
@whyisApollo #LetLeniLead2022,d
The best album!  #KulayRosasAngBukas #LetLeniLead2022  #10RobredoForPresident  https://t.co/2NHI0Tcqg9,d
"LENI PARA SA KABATAAN, PARA SA BAYAN!! #LetLeniLead2022  #AngatBuhayLahat  #LeniKiko2022",a
LALABAN TAYO 🌸  #LetLeniLead2022 #PasigIsPink  https://t.co/cX0padEdUj,a
"Our president attended the Batangas prayer rally (Dasalan sa Batangan)held at the National Shrine of St. Padre Pio in Sto. Tomas, Batangas.#10RobredoForPresident #AngatBuhayLahat #LetLeniLead2022  https://t.co/bA4cFPZnPl",a
#LetLeniLead2022  https://t.co/zkJoKR70N5,d
"I had an epiphany, hit 29 LOUD AND PROUD!!!!!! #LeniRobredoForPresident  #LeniKiko2022  #LetLeniLead2022",a
"THE COMMITMENT: Bow ako sa inyo mga dzae. Dinadaan nyo na lang sa costume ang inyong paniniwala. Sana nagpapicture kayo para pag ginunita ninyo ang kasaysayan,  you can say, you did it all for Leni. #clowns for #LetLeniLead2022  https://t.co/BL2l4aZjsk",a
we always unite as one.   #PasigIsPink #KulayRosasAngBukas #LetLeniLead2022 #KPopStans4Leni  @KPOPSTANS4LENI  https://t.co/G0WwrxGC2C,a
Sobrang nakakatuwa ang mga Pink Rally! Sana maitranslate natin sa malaking boto sa May!! 💖🌸 #IpanloNa10To #LetLeniLead2022 #AngatBuhayLahat,a
Masaya talaga maging #Kakampink #PasigLaban #LetLeniLead2022 🌸,a
#ProudKakampink #Kakampink #LetLeniLead2022 #IpanaloNa10To #KulayRosasAngBukas  https://t.co/gscmtsGAsY,d
Yaaaas twinks for Leniii chariz HAHAHSHSHS ilysm 😘💗 #PasigLaban #LetLeniLead2022,a
"Placard ko next rally: ok lang maging taong lobo, kesa taong bobo 😝🎈✌️ #daminyongissue #LetLeniLead2022  #Lenislide",d
"@lenirobredo All for transparency, accountability, and good governance. #LetLeniLead2022",a
Ah talaga ba Blengblong... The audacity! Hahaha  #Halalan2022 #LetLeniLead2022  #AngatBuhayLahat  #KulayRosasAngBukas  https://t.co/3V05k4ADWT,d
"ilang beses na umabsent, bbm parin? anong kagaguhan yan   #LetLeniLead2022  #PasigLaban",d
@kiesh_b #LetLeniLead2022,d
@lee_crsethil #LetLeniLead2022,d
"Sana next rally kamay mo na hawak ko, di na props ni Leni🤪🌸   MY PRESIDENT!!! 🌸🥳   #LetLeniLead2022  #IpanaloNa10To  https://t.co/03o2ZOD20q",d
"tandaan, Pilipinas ang nakasalalay sa bawat isang boto nating mga registered voters. Anim na taon tayong mapapasailalim ng gobyernong uupo sa pwesto kaya isip-isip mga mahal ko.  #LetLeniLead2022 #KulayRosasAngKulayNgBukas",a
@bretmanrock !!! 😍🎀🌸 #Kakampink #LeniKiko2022 #LetLeniLead2022  https://t.co/ZU2ZhwEE3Y,d
"starting from the hype and cheers in the afternoon to the screams, songs and lights at night and everything in between, this crowd was unbelievable. ipanalo na10 ‘to! 🥺💖  #LeniKiko2022 #PasigLaban #AbanteBabae #LetLeniLead2022  #GobyernongTapatAngatBuhayLahat 🎀",a
#LetLeniLead2022 #AngatBuhayLahat #LeniKiko2022 #PasigLabanParaSaTRoPa,d
Tiffany yesterday at Emerald Avenue. chz  #PasigLaban #PasigIsPink #LetLeniLead2022  https://t.co/7CtPWvZ5u8,a
🤣🤣😂😂  #LetLeniLead2022 🌷🌷💗💗  https://t.co/LnrFXfdGKq,d
Sabi ko na nga ba eh. Bayad at amoy sibuyas si Ariana eh. Char!  Hindi ako magtatakang may alagad ni Puma Lay Ar na maniniwala dito.   #PasigLaban #LetLeniLead2022  https://t.co/ysQ7nEFbyM,d
The future leader of our country is a WOMAN IN PINK #LetLeniLead2022,a
#KulayRosasAngBukas  #LetLeniLead2022  #LeniKiko2022,d
This experience is very surreal. Sulit ang pagod to personally experience this People's rally for a Presidential Candidate. Kaya iLeniSlide na natin ito! #PasigLaban #PasigIsPink #LetLeniLead2022  https://t.co/vkrEsfJ8hh,a
Can't believe you support her👁️👄👁️ #LetLeniLead2022 #Kakampink  https://t.co/PrZvK54z25,d
Ano toh? Na sa Ibang Dimensyon ata ako… #LetLeniLead2022 #BBMSARA2022  https://t.co/OkylJ8FnJG,d
“Hindi kami bayad” opo totoo po yan 🎀🌸🌷💕 #PasigIsPink #LeniKiko2022 #LetLeniLead2022 #PasigLaban  https://t.co/K9oHcCI1M2,d
WHEN MY MOM IS A BBM SUPPORTER BUT ALSO AN ARIANA GRANDE STAN HAHAHA SOMEONE GOT PISSED HAHAHA LIKE XORI MOM #LetLeniLead2022 RIN SI MADAM ARI &lt;33,d
JAKE AND JACOB ANG PABORITONG EJERCITOOOO 🤪🌸 #LetLeniLead2022,d
"watching some highlights from yesterday's #PasigLaban  and damn,, all i can say is i believe we can do this. #IpanloNa10To #GobyernongTapatAngatBuhayLahat #LetLeniLead2022 #KulayRosasAngBukas",a
liwanag sa dilim ✨💓🎀 #LeniKiko2022 #LetLeniLead2022 #AngatBuhayLahat #Gwapinks hahahaa keme lang sa last hashtag 😝  https://t.co/RItH3zCHWi,a
Kaya #LetLeniLead2022 #LeniForPresident2022,d
"Ilang beses nang paulit ulit ‘tong kantang ‘to sakin, pero grabe, recently, iba na ‘yung dating niya. Grabe ang pakiramdam. Lord please, ibigay mo na ‘to samin.   #LetLeniLead2022 #KulayRosasAngBukas",a
pero hehe #LetLeniLead2022,d
#LetLeniLead2022 @KPOPSTANS4LENI   Ready na sa botohan 😂💖  https://t.co/h9SKEozSMS,d
"#LetLeniLead2022  #LeniKiko2022   this was copy pasted from fb, i just shared it here  ctto",d
"Nakakatuwa ang kakampinks, sobrang polite mag tulakan. Ikaw na nga yung nakikisiksik, ikaw pa yung aalalayan👉🏻👈🏻🌷💗  #PASIGLaban #IpanaloNa10To #LetLeniLead2022  https://t.co/WfdVeUhHk2",a
Arrived a day later but pwede naman gamitin sa susunod na rallies.  #LetLeniLead2022  https://t.co/ise3Z79Ezj,d
Ang L sa EXO-L ay para kay LENI!!!💗🌷 #LetLeniLead2022  #TheFutureIsFemale  #EXOL4Leni,a
wow! this is the best video of #PasigLaban! must watch!   #BBMForPresident  #BongbongForPresident  #LetLeniLead2022,d
"Kapag maraming bunga ang puno ng mangga, binabato.   Maraming achievements and leadership capabilities si VP Leni, na wala sa kandidato nila. (W/c i think ang root ng hate)  Imbes na magtanim sila ng puno ng mangga, binabato nalang nila ng bato ang tanim ng iba  #LetLeniLead2022",d
"Okay decided na, #LetLeniLead2022 💖🌷",a
🇵🇭 🌸 👆💖 #LetLeniLead2022  #LeniKiko2022  #LeniKikoAllTheWay  #kakampinks,d
THE L IN BLACKPINK IS #LETLENILEAD2022,a
@a_drianneee #LetLeniLead2022,d
"Nag uumapaw ang mga KAKAPINK,🌷🌷🌷🌷 well deserved mo po yan VP Leni . All your hardwork, will payoff. #LetLeniLead2022  #KulayRosasAngBukas",a
Siya na talaga ang susunod na presidente ng Pilipinas ✊ 🇵🇭 #LeniRobredo #PasigLaban #PasigIsPink #PasigLabanParaSaTRoPa #LetLeniLead2022 #KayLeniNaTayo,a
I know I’ve been pretty vocal with my  politiclatal campaign recently but as someone who believes that the Filipino people deserves a better goverment and with that being said #LetLeniLead2022 #IpanloNa10To  https://t.co/OPxfaxhQBy,a
Mam Leni! Naiiyak na naman ako. Npakasimple mo at ramdam ko na genuine ang puso mo! Pangako kasama mo kami sa laban na to.  #KulayRosasAngBukas  #LetLeniLead2022  #LeniKiko2022  #AngatBuhayLahat,a
Ariana Grande in 'D house you'll 🥺💗  #ArianaGrandeParaKayLeni  #ArianaGrande  #LeniLangSakalam  #LetLeniLead2022  #Kakampink  #KulayRosasAngKulayNgBukas  https://t.co/syaPCdUGTj,d
Para sa kinabukasan nating mga Pilipino at para sa mahal nating Pilipinas! 🇵🇭🌷  #IpanaloNa10To #KulayRosasAngBukas #LetLeniLead2022 #LeniKiko2022,a
let leni lead me to donny 💗 chariz HAHAHAHAHA #LetLeniLead2022,a
The best! 💗  #LetLeniLead2022  #PasigLaban  https://t.co/IYccctIgvw,a
"masyado namang threatened tong mga 60% ng 2k respondents na to😂 wag kayo mag-alala, 16% lang kami diba?  #LetLeniLead2022 #LeniKiko2022 #PasigLaban #PasigIsPink",a
Pwede ba na amazed lang si Ariana grande? Diba? Everyone is wearing pink and singing her song with that magnitude of a crowd? Binayaran agad? Haha Wala Naman nakasulat na #LetLeniLead2022,a
"Importante ang debate, para malaman mo kung pundido ang utak o hindi ng iyong kandidato... -Re. Fr. Manny. #LeniWanagSaDilim  #LetLeniLead2022  https://t.co/mV67jlsLDm",d
CUTE NITOOO #LetLeniLead2022 #KulayRosasAngBukas,d
"Yung di ako makapag-share sa fb ko about sa gusto kong iboto, kase aawayin  ako ng iba kong mga kamag-anak HAAHAHAHHAHA kaya dito lang ako #LetLeniLead2022",d
"not men telling me na “sobra” akong political aware &amp; active… what if kulang lang talaga yung involvement niyo? id very much rather be too vocal abt my political views instead of being completely ignorant &lt;3  anyway, the best man for the job is a woman! #LetLeniLead2022 💗🎀🫰🏻  https://t.co/4Izyfux6yn",d
"hi! sa pupunta po sa next rallies ni veep @lenirobredo at need ng placard (if too busy to make one) i can edit &amp; u can print it out po. just give me details about it! it's free 💖 just hit me up, it'll be a huge honor for me!   #LetLeniLead2022 #KulayRosasAngBukas @KPOPSTANS4LENI",d
"Eto yun eh. The kakampinks aren’t flexing their privilege and disposable income. Pero when you fling accusations of being bayaran, sasampalin ka talaga ng proof of disposable income nila. #LetLeniLead2022 #AbonadoForLeni  https://t.co/mgVx0SunPf",a
#LetLeniLead2022  https://t.co/wiDMbLuCPE,d
Ma’am @lenirobredo ginagawa ko po yung assignment ko. Nadagdagan nanaman tayo ng isa 🥹💗 #LetLeniLead2022  https://t.co/wTJskvGfhq,a
"“Sa gobyernong tapat, may SEBASTIAN VINCENT CAMERO  ang lahat” SO VOTE FOR LENI ‼️‼️ #LetLeniLead2022",a
ako lang ba may BBM supporter relatives (kasi mga Ilocano) pero LENI pa rin iboboto ko sa darating na Mayo??? #LetLeniLead2022 🌷💗✨,a
"With former workmate Thom, nice seeing you again 😊  #NursesParaKayLeni  #kakampink #LetLeniLead2022 #PasigisPink #TheMedicalCityforLeni  🌸🌸🌸  https://t.co/7WFeOKsYDl",a
"sa gobyernong tapat, pati chiluc magiinteract! #chiluc #LetLeniLead2022  https://t.co/he0xTxvWlz",a
Grabeee yessss so vote for Leni!!! #LetLeniLead2022,a
"Here's the 137,000 Filipinos screaming ""BLACKPINK IN YOUR AREA!!""   yup, Filos miss you so much BLACKPINK 🌸💖🖤 #PasigIsPink #PasigLaban #LetLeniLead2022    https://t.co/crpyBKg0WX",a
Mag BBM nalang ako at least may chance dun yung mga bobo #LetLeniLead2022 #BBMLoser  https://t.co/z9Aa2QzPTT,d
"Oh mga fans ni beybi em, ipasok na ang mga surveys!!! Hahaha! #PasigIsPink #PasigLaban #LetLeniLead2022  https://t.co/QMwlkc2IRa",d
penk #LetLeniLead2022,d
Hi Kakampinks 👋🏻 Check out @bretmanrock's IG story too. 😊 🌸🌸🌸🌸🌸💕💕💕💕💕 #IpanaloNa10to #LetLeniLead2022   IG: @bretmanrock  https://t.co/Iyjl14CSVv,d
my daily twt of #LetLeniLead2022 🎀,d
@lakwatsarah I think binayaran si mother earth 😂🤪 #LetLeniLead2022,d
"""I recieved 100 pesos para manood ng livestream ng Pasig rally kahapon""  Isang patunay na kahit ako, maging kayo, ay maaaring magpalaganap ng fake news kaya sana wag kaagad maniniwala sa ating mga nakikita. Pairalin ang FACT CHECKING!! Lamang ang may Alam.  #LetLeniLead2022  https://t.co/PB4ZVysL55",a
"It's an unforgettable experience to be a part of the pink movement/rally. Sobrang worth it ng experience! 🌸🌷 #LetLeniLead2022  #LeniKikoAllTheWay  #PasigLaban #firsttimevotersforlenikiko @ Pasig City, Philippies  https://t.co/9lqUmJSFKY",a
@PopCrave YASSSS!!! POP CRAVE!!! 😭 💖🌸🎀 #LetLeniLead2022 #KulayRosasAngBukas #LeniForPresident2022,d
"sobrang nakaka proud pag nakakakita ko ng shared posts abt leni and ex baby M’s supporters ang nagshashare, tapos leni na daw iboboto nila😩😍 #LetLeniLead2022",a
@itsthedomi d ko alam kung bakit ako natawa sa ginawa niya 😭 like yan na yun??? 😭😭 anw #LetLeniLead2022,d
#LetLeniLead2022 💗💕💖💞💓,d
"Here's the 137,000 Filipinos screaming ""BLACKPINK IN YOUR AREA!!""   yup, Filos miss you so much @BLACKPINK 🌸💖🖤 #PasigIsPink #PasigLaban #LetLeniLead2022    https://t.co/Py8salzS6B",a
"Trolls for Sandro and LBM, wag ako. #NeverAgain #MarcosMagnanakaw #LeniKiko2022 #LetLeniLead2022 #PasigLaban  https://t.co/9cCykK8DGI",d
