tweet,polarity
"With an average poll rating of 55% and an average lead of 35% over his nearest rival with just 50 days to go until election day, AY KAY SARAP MAGKAPE KAHIT SA HAPON NA NAPAKAINIT 😉  @bongbongmarcos #BBMSARA2022  #BBMFORPRESIDENT2022  #BBM2022 #BBM  #Halalan2022  #Eleksyon2022  https://t.co/jxHQKZp1wW",positive
correct dyansobrang aliw nakakaali stress solid tokyo japan,positive
@iamanne89 Di Pa Rin Nakakarating C Sir #BBM Sa Venue Ginabi Na Sila Sa Over Crowded Sa Mga Dinadaanan Ni Sir #MARCOSBONGBONGJR. So Proud To Watch Ang Mga Nakikita Mong Pinapakitang Suporta Ng Mga Tao Kay Sir #bongbongmarcos Nakakakilabot Nakakaiyak Ang S,positive
"@PolOikels @WinwinEklabu That's ""Grace Under Pressure "", who's not going to love this man,,, my kind of Man... #bringbackmarcos",positive
mahalin pilipina samasama babangon abu dhabi unit arab emir,positive
BONGBONG MARCOS teaches us to LOVE and FORGIVE...is there anything NOBLER than that? #BBMIsMyPresident2022  #BBMIsMyPresident  #BBMIkawAngPresidentKo  #BBMSaraUNITEAM  #BBMSara  #BBMSA2022  https://t.co/ns7EVETf5k,positive
woman outman queen behavior,positive
bbm support,positive
pwedeng magbayad tax tignan nagbabayad tax,positive
watch candid debat tagisan talino matatalino absent swoh makakasabay,positive
@VicoSotto This is just one one of the many reasons why this 30yr old propaganda that you support is losing support from the general public. #BringBackMarcos  #BBMIsMyPresident2022  https://t.co/cK1FBYcE5h,positive
excit sarah makikinuod bbmsarah support solid ralli lenlen sarah,positive
@NAMercadoINQ There can never be unity if he only unifies politicians and allies. Unity of the people means unifying the different sectors of the community. He gave a speech but not one that came from the heart. All mouth no heart. #NeverAgainToMarcosDute,positive
Go #BBM we will support you until the end!! #BBMSARA2022 #BBMForPresident #BBMSARAHUNITEAM2022✌️👊❤️💚🇵🇭🌹,positive
BBM-SARA UNITEAM✌️👊❤️💚  Umulan umaraw solid tayo BBM.✌️  #UNITEAMsaQuezonCity #UniTeamBBMSARA  https://t.co/LyjbMAOt4Y,positive
red proud bbm youth angat buhay urong sulong kanta buka,positive
nakakaproud dumalo ralli dumalo negat ralli pink prop propaganda,positive
bbm wagayway flag pilipina nakakatouch ramdam ramdam pagmamah pilipino bansa natingod bless support love,positive
@krib24 Kayang kaya bayaran ni #BBM yan shame kayo! Hintay nyo lang matapos halalan at pag nanalo na si BBM Bayard yan sobra pa! Puro kayo singil! Kay Madam Imelda lang maliit lang yan 203B na yan e. Basta solid kamiii #BBMSaraUNITEAM ✌💚❤👊😕 #,positive
marcos paid billion utang govt revenu suspend oil excis tax lower oil price clear care get power help,positive
nagpapasalamat pilipinong pumapanig marcosdutert,positive
tama makipag debat kalaban gugustuhin harapin sumusuporta saknya nailalatag gawin bansa,positive
kalimutanmga abogado bbmsaraiboto lawyer senat clown obstructionist,positive
fight win toni,positive
#BONGBONGMARCOS2022  bbm for president ❤️,positive
"Sa Mayo 9, simple lang ang desisyon natin-Sa panig ba  tayo ng #MarcosMagnanakaw #MarcosNumber1Sinungaling #marcosduwagtalaga o sa panig ng katotohanan, bayan🇵🇭 at pamilya natin tayo? #CAMANAVARocknRosas #CAMANAVAisPink  https://t.co/bxG4QfxleH",positive
proud next presid,positive
bbm presid time heard seen willing serv persist peopl action word humil know perfect courag need,positive
kumustahan salusalo kantahan towerbridg london uniteam uk attend member march,positive
Why do you hate #ToniGonzaga? She wants to support #BBM the sane way some actors supported #Leni. Para saan yung galit? Di na sya pwede magsupport ng gusto nya? Kayo lang tama? Sino ngayon diktador? #election,positive
peopl name marcos thief know truth attent seeker,positive
bbm selfless person presid,positive
@1stylemomsi Walang bibitiw✌🏼♥️ tuloy tuloy ang kampanya para kay BBM✌🏼♥️ #BringBackMarcos,positive
lumaki tiwala bbm pinili humarap makipagdeb harap media,positive
bbm origin wise bbm unit,positive
plano saamin pilipina sapat tayoy makabangon pong tao puso pong ibibigay boto partido pamilya mabuhay,positive
pampagood vibe sarap tignan nanay pangulo bbm munang alamano nasusugatan,positive
"Dun kame sa magaling, may napatunayan, hindi sinungaling at higit sa Lahat Hindi magnanakaw.  #BBMFORPRESIDENT2022  #BBMSARA2022",positive
madisiplina nanood concert ralli pilipina,positive
I will be a forever loyalist no matter what! #BBM #BBMForPresident #BBMIsMyPresident2022  https://t.co/xyyKDkC4Gf,positive
niloloko sabagay push push uniteam malabon,positive
THE PHILIPPINES WILL BE GREAT AGAIN FOR BBMARCOS FOR PRESIDENT!✌️🇵🇭 #BBMIsMyPresident  https://t.co/QyoccFvSB9,positive
#BBM hindi kami papayag dayain ka!  #BBMIsMyPresident2022  Video:  https://t.co/WE0VuK2K67,positive
readi cavit ibigay mainit pagtanggap pagsuporta,positive
"We love you, Tay! Napaka sweet ng message 👊🏻  #UniTeamBBMSara #UniteamBBMSara2022 #BongbongForPresident #BBMSARA2022  https://t.co/2XndawKpeY",positive
"You really did great today, BBM. You speak english para mailahad ng maayos yung mga sasabihin mo and you answered all the questions clearly and understandable. Kudos to @smninews! @bongbongmarcos  #UNiTeamBBMSARA #BBM #SMNIDeepProbe  https://t.co/EcxzLZwS28",positive
presid bongbong,positive
Please-- just put BBM in a popemobile or a vehicle that is safe. I'm sure BBM supporters would agree and understand that his safety is more important. Let us not take risks because we know how desperate some people are.  #ProtectBBM  #BBMIsMyPresident  #BBMSara2022,positive
bbm support papayag dayain,positive
here latest survey result mainitinit puls asia conduct march bbm keep lead leni,positive
uniti equal share,positive
bbmsara uniteam campaign ralli guiguinto bulacan,positive
umulan pagig inggit nasalo kakampink trend lagi bbm,positive
@ReynaldoPanopio @magenta_girl88 Hehehe  Let’s Unite  All #BBMSARA2022 Supporters Mabuhay Success Buyag Ang #UniteamPHarena2022 Kanina Sa #BBMSARAUniteam2022,positive
ramdam naten caravan ralli bbmsarah unlik queen mother deretcho ralli masikip caravan onti mini ralli,positive
tama nababasa adn solid bbmsarah tandem kac qualifi presid presid aminin kac dutert maganda desiplina administrasyon,positive
good marcos beat enemi tri break everytim,positive
kainit pagsalubong suport bbmsara naga pulanglupa uno las pi kuha harap subdivis maaga nagaabang bbm,positive
ganda kuha bongbong,positive
fighter getter best,positive
slap lenikiko support honest bbm next presid,positive
nandyan presid loss chanc ipakita karapat silang iboto presid kayang harap totoong karapat,positive
@MannyPacquiao ONE ON ONE DEBATE WITH #bbm WHY NOT TRY TO ATTEND #SMNIPresidentialDebate ON MAR26 HUWAG PURO NGAWA. WE DID NOT KNOW THAT YOU’RE NOW A BIG TYRANT #BBMSaraUNITEAM #BBMIsMyPresident2022,positive
"GRABE NANAY SALUDO PO AKO SA INYO, LAGLAG ANG LUHA KO SA INYO. 😭❤️💚   Ganyan kabait ang BBMSARA supporters 🥺 NANAY isang mahigpit na yakap. @bongbongmarcos   #UniteamBBMSARA  #MarcosParin  https://t.co/gGuD8UfvwT",positive
uniteam win,positive
We love you BBM✌❤ Bring back Marcoses❤❤❤ #BBM-SARA ✌👊❤💚 #UNITEAM #bangonpilipinas✌👊,positive
matapang support swoh umattend debat,positive
"Siguro sa boxing matatalo mo si BBM, pero sa debate? I doubt! Manny Pacquiao, you need Jesus. Okay? #Halalan2022 #Eleksyon2022 #BBM #SaraDuterte #MannyPacquiao",positive
happi birthday tay dili gyud kwenta imong alima tibuok nasod pilipina daghang presid rodrigo dutert hinaot hatagan saktong panglawa dghan maayong tuig ginoo,positive
bbm never apolog high standard realiti leni robredo qualiti fake shin upon,positive
malinaw plano,positive
mabuhay uniteam mabuhay pilipina,positive
bbm malaka,positive
nanalo tau,positive
love presid stand pilipino trust never give,positive
solid cavit grand ralli,positive
pasig uniteam marikina bbm sakalam,positive
I made the right choice!  Bongbong Marcos is my President!   #BBM #SMNIDeepProbe,positive
maninira sanib pwersa,positive
bumili slurpe kaiba lasa bbm slurpe matami malasa pink halong ampalaya bitter,positive
Yes true but ma'am leni is good tho but for now we need bbm cause he can lead and now pillipines are have a lot enimies and want to take over our country and for me bbm can lead it.  #BBMIsMyPresident2022  #BBM  #UNiTeamBBMSARA  https://t.co/47B4JzF04y,positive
goodjob bbm tyaka ibigay leni minor debat nayan survey,positive
mphos fan talk bodi shamingwhen liter push stereotyp big girl bad odor nation tv concern speak yolithey theyr push agenda,positive
May nanalo na talaga! #BBM #SMNITheDeepProbe,positive
open support broadcast bbmsara uniteam bark abscbn gma media channel bias show leni everytim sleep,positive
kabbm manood kingmak makikita husay iboboto,positive
ayo pagambagambagan billion utang tax tulungan bbm,positive
penk napigilan napa tumatalon bbm haiiiii buhay god bless stay safe alway mabuhay,positive
watch interview moment bbm far ripe capabl take posit next presid countri,positive
"Breaking free from tyranny, corruption, and #MarcosMagnanakaw!!!! #PasigLaban #PasigIsPink",positive
tama support magbayad tig,positive
save best wait,positive
godbless isulong tunay pagbabago,positive
alway pray god best person next presid wanna better countri wish,positive
papayag dayain victori bbmsara,positive
lowkey support bbm,positive
mahapdi tinitii sakit lalu bilib presid bbm,positive
nnamn beybeyem forev,positive
Ganda ng Presidential and VP debates.  Battle for 2nd place. #BBM #SaraAll #Uniteam,positive
pagod pagod presid vpres laki inikot north south ginabi kinaya makipag kamay inday paaaa batangbata,positive
My president  #bongbong  Congrats #SMNINewsChannel for a job well done  https://t.co/UubEMigSIF,positive
disagre hate overcom human bbm,positive
"Northern Samar Got your back choose one, go save the Philippines !  #BringBackMarcos",positive
dpat bigyan liksyon ugal tulisan naupo balikan bumasto,positive
bbm boost tie amid new order,positive
talo sandro artista kinukuha kabilang parlor victori bbmsara,positive
tri harder bobongmarco support,positive
real hero,positive
"@RyanLingo_ Nakapaginit ka ng ulo , kay Ping Lacson palang pahiya ka na kay BBM pa Kaya. Mabuti na Lang mabait si BBM sa iyo, kahit Ano g Luda mo you do not exist to him. Haisssst Hindi matuto Kasi bobo. Nila lahat mo lang sa kahihiyan ang sarili mo. ❤�",positive
We MUST campaign for the tandem of BBM and Sara. Wag nating hayaang mangyari ulit ang nangyari ke PRRD na nagkaroon ang mahal nating presidente ng isang obstructionist at mapanirang pulpol na bise presidente.❤💚✌👊  #BBMSARA2022  #UNiTeamBBMSARA  #Uniteam2022,positive
keep mention bash bbm know mabait bbm lenlen victori bbmsara,positive
move hope politician take serious might support candid fish vendor show love desper good leader henc remind candid,positive
take time read ora sayangin boto iwasan magsisi huli gise pilipina nandito totoong pagkakaisa nandito totoong uniti mahal tagapagmana henerasyon,positive
stay posit nalng gantihan karapatdapat presid,positive
"""The Filipino voters are wiser than what mainstream media wants them to be.""  - Malou Tiquia  #mahalinnatinangpilipinas  #bangonbayanmuli  #UNiTeamBBMSARA",positive
love solid,positive
malamang ibabalita ipakalat uniteam,positive
nyahaha pasensya mapigil tawa nakatutuwa naniniwala kayong matino kayong kaisipan congrat pagupo ho makagagawa ho trabaho nakikita concern employ burger,positive
excited  nako ugma makita si #BBM at #IndaySara 😍❤️💚,positive
ANG TIGREEEEE NG NORTEEEEE!!! BBM!!! 😠😠😠😠😠😝😝😝🎉😱😱😍❤️💚❤️💚❤️💚❤️💚❤️💚❤️ #sarasaraprinsesa #BBM #notopink #BBMSaraUNITEAM #ilovebbm,positive
@bts_madefor Thats why i still choose #BBMForPresident2022,positive
philippin better nation god bless philippin,positive
"Indeed, a tough panel interview for the highest position in the government. Mura kog naka balos in the context of hiring process na muagi ug series of interviews kung mag apply ug job. Not to mention the qualifications. Congratulations sa mga nag attend. Kudos! @smninews #BBM",positive
malindoguy bbm machiavellian love draw love peopl fear hate,positive
bongbong ofw solidsamasama babangon,positive
happen money lamest sabayang pagbiga suck bbm support,positive
inggit genius fit presid republ matter pasado survey lagapak bobo,positive
Yung humble na matalino pa.#BBM #SMNITheDeepProbe ❤️✌️,positive
soon presid republ,positive
watch support becam stronger,positive
Kahit saan pupuntahan ni #BBM para lang makaharap ang mga tunay na sumosoporta sa kanya. #N4VO7ASforBBMSARA,positive
uniteam general tria cavit grand ralli drone shot,positive
@joeiecamoly BongBong sa Mayo #BBM,positive
magandang gabi pasiiiiiig andito pinaka hihintay bbm permit tayooooooooo pasig papaburgeeeee,positive
And boto ko ay para sa Pilipino. At sa mga magiging anak at apo ng henerasyong ito #PasigLaban #LeniKiko2022 #BBMDuwag #LetLeniKikoLead2022  https://t.co/27Rsox1nu9,positive
respect decis think good person goodluck safe,positive
futur presid attend grand ralli,positive
support root bbm elect vpresid presid upcom elect poor decis,positive
Wala kayong magagawa kong si BBM ang iboboto nami bakit utak niyo ba tong dala namin? HAHAHAHA #BBMForPresident  #BBM  #voteforBBM  #BBMFORPRESIDENT2022,positive
prinsipyot paninindigan duwag lumaba karamdaman lumalaba conveni,positive
Congratulations Advance President BBM and SARA Stay safe and healthy... More power and god bless u all..💓 #BBMSaraUNITEAM #BongbongMarcos❤ #SaraDuterte💚 #BBMSARA2022,positive
tigre norte,positive
isip isip kababayandoon tayu pagkakaisa,positive
MARCOS NOON MARCOS PADIN NGAYONN!!!! ILABAAAAAN NATIN TO HANGGANG MAY 9!!! #BBMSaraUNITEAM #BringBackMarcos  #BBMSARA2022  @bongbongmarcos  @indaysara  https://t.co/L3v0oqJF8b,positive
Bakit si BBM?  Dahil siya ang tunay na may malasakit sa mamamayang Pilipino at sa bansang PILIPINAS.  #BBM #BONGBONGMARCOS2022 #UNITEAM #BBMSaraUNITEAM,positive
magbantay tau mayo tulogan apo bbm mgpapadala cape mahirap natulogn madaya tau,positive
inspire them ba,positive
"If you want Leni to be your President, then vote for her. Stop telling me who to vote. I'm not looking for a political argument, we have our own opinions and perspectives. I believe in Marcos Supremacy. 👊✌❤ #Uniteam #BBMSARA2022  @bongbongmarcos",positive
governor tawi tawi municip mayor support uniteam fire burn,positive
"We, 60% of Filipinos prefer BBM-Sara, but mainstream media remains overwhelmingly anti-Marcos, then mainstream media no longer represent the Filipino people. #RapplerIsFakeNews #PhilippinePolitics #UnitedNations  #BBMForPresident #BONGBONGMARCOS2022 #Halalan2022  https://t.co/wSGriCew2e",positive
Intelligent person is not afraid answering difficult questions. My President ✌️❤️🇵🇭 #SMNITheDeepProbe #SMNIpresidentialinterviews #SMNIElectionWatch2022 #BBMSARA2022 #bbm,positive
bias undecid brilliant topic ibato explain elabor consider absolut next presid philippin,positive
smarter maawa pilipina sama sama babangon,positive
propaganda core valu foreign acknowledg servic famili filipino peopl,positive
stupid kayong takot vpleni manalo sumasakay bother naniwala bbm manifest deserv becom presid,positive
